job_id,label,scenario,model,status,latency,total_tokens,passed_metrics,failed_metrics,error
4eca8e5c,Scenario 1 – File Cr | qwen2.5,Scenario 1 – File Creation,qwen2.5,done,0.02,0,7,3,
